Ranking,Pontos,Nome,Clube,Rating,Categoria
402,354,ANDRE BORDIGNON,CENTRO CULTURAL 25 DE JULHO-SC,M,M
402,354,SERGIO BROCKVELD,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,M,M
402,354,EVERTON GODOY,ASSOCIAÇÃO VIDEIRENSE - SC,M,M
402,354,JOSUE DA SILVA,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,M,M
402,354,FERNANDO BOTELHO,AABB BRASÍLIA/RIZZONE - DF,M,M
402,354,JOÃO GREGÓRIO,ASSOC. NOVA ERA DE T.M.-SP,M,M
402,354,LUIZ OLIVEIRA,ASSOC. ESPORTIVA E PARADESPORTIVA DE ITAPOÁ-SC,M,M
420,353,PEDRO CAMARGO,SOGIPA PORTO ALEGRE - RS,M,M
420,353,RENATO STORINO,ASSOC. VARGINHENSE DE ESPORTE-MG,M,M
420,353,ALESSANDRO SUGUIMOTO,APMDFESP - SP,M,M
420,353,JOSELITO SANTOS,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,M,M
420,353,DANILLO CONZZ,AABB NATAL - RN,M,M
420,353,ANTONIO MARTINS,CLUBE CULTURAL ESPORTIVO E RECREATIVO CENTENÁRIO-RS,M,M
420,353,MARCELO ITAMI,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,M,M
420,353,EDUARDO FRAGOSO-JEJ,SANTACATARINA-JEJ,M,M
420,353,JHONATAN GIOMBELLI,FUNDACAO MUNICIPAL DE ESPORTES E CULTURA DE PINHALZINHO - FMEC - SC,M,M
420,353,FABIO MATSUMOTO,ACENG GOIOERÊ - PR,M,M
430,352,LANA OBUTI,ACENG GOIOERÊ - PR,M,M
430,352,KAIO DIEGO,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
430,352,FRANCISCO RODRIGUES,ASSOCIAÇÃO DESPORTIVA CAXIENSE-MA,M,M
430,352,LEONARDO ROSEIRO,CLUBE DE CAMPO DE PIRACICABA-CCP-SP,M,M
430,352,LUAN ANDRADE,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,M,M
430,352,ELEANDRO RODRIGUES,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,M,M
430,352,CRISTIAN CAPAGANHOLO,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,M,M
430,352,ARTUR SERAFIM,JUNDIAÍ CLUBE-SP,M,M
430,352,CRISTHIAN PEDROTTI,ASSOCIAÇÃO JARAGUÁ DO SUL - SC,M,M
430,352,FERNANDO PACOTE,SPORT CLUB RECIFE - PE,M,M
430,352,SÉRGIO VASCONCELOS,CLUBE SANHAROENSE DE TÊNIS DE MESA-PE,M,M
430,352,BRUNO CUNHA,CLUBE MUNICIPAL RIO DE JANEIRO - RJ,M,M
442,351,LUIS FELIPE NASCIMENO,ASSOCIAÇÃO PRATICANTES DE TÊNIS DE MESA-RJ,M,M
442,351,FRANCISCO RIBEIRO,JARAGUÁ TÊNIS CLUBE - AL,M,M
442,351,ALEXANDRE RIBEIRO,ASSOCIAÇÃO LAGEANA - SC,M,M
442,351,RARISON CRUZ,ACTM ITAIM KEIKO/MACAPÁ - AP,M,M
442,351,YURI RIBEIRO,ASSOCIAÇÃO VIDEIRENSE - SC,M,M
442,351,JULIO DANTAS,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
442,351,LUIS FELIPE ZOTELLI,SAMA ASSAÍ - PR,M,M
442,351,JOÃO GOERGEN,CLUBE CULTURAL ESPORTIVO E RECREATIVO CENTENÁRIO-RS,M,M
450,350,MATEUS SASSI,SOGIPA PORTO ALEGRE - RS,M,M
450,350,CANDIDO SILVA,SOGIPA PORTO ALEGRE - RS,M,M
450,350,JOSÉ DA SILVA,AABB RIO BRANCO - AC,M,M
450,350,JOSÉ SALVADOR,BALNEÁRIO RECREATIVO GUANDUENSE - ES,M,M
450,350,YURI GOUVEA,ASSOCIAÇÃO ESPORTIVA DE UBATUBA,M,M
450,350,ALEXANDRE SOUZA,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,GIUSEPPE BRAILE,INSTITUTO VIVA VIDA - ES,M,M
450,350,DIEGO COLLISTET,CCBA GORILLA-ES,M,M
450,350,RODRIGO COLLISTET,CEUB-ES,M,M
450,350,DIEGO MONTEIRO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,JOÃO CARDOSO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,GUILHERME SILVA,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,DOUGLAS OLIVEIRA,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,SAMUEL SERAPIÃO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,RENAN MACHADO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,TIAGO TEODÓSIO,TREZE/ KORPUS CAMPINA GRANDE - PB/,M,M
450,350,LUCIANO GOMES,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,AYRTON CARVALHO,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,JOÃO VICTOR OLIVEIRA,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,ANDRE STEFFEN,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,RHUAN CATTONI,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,VITOR SOUSA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,M,M
450,350,ISAAC NOGUEIRA DA SILVA SILVA,NETO TT BAL. CAMBORIU SC,M,M
450,350,PAULO OLIVEIRA,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,RAFAEL PASSOS,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,MARCOS LIMA,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,LUIS SAVARIS,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,JOAO FORTES,ASSOCIAÇÃO CHAPECOENSE - SC,M,M
450,350,LUCIANO OLIVEIRA,CR SALDANHA DA GAMA/JOOLA/ADC ESTRELA/STA CECÍLIA - SP,M,M
450,350,ADEMIR ELISIO,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,M,M
450,350,GABRIEL FINCK,CENTRO CULTURAL 25 DE JULHO-SC,M,M
450,350,VITOR DANDOKO,ADM - MARÍLIA - SP,M,M
450,350,VICTOR ARAKAKI,ADM - MARÍLIA - SP,M,M
450,350,PEDRO TAVARES,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,GEOVANA ROSA,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,ALBERTO TAVARES,CMB BARCARENA CLUBE - PA,M,M
450,350,JAIRO JUNIOR,SOCIEDADE ESPORTIVA POMERANA - ES,M,M
450,350,RAFAEL TOLEDO,SOCIEDADE ESPORTIVA POMERANA - ES,M,M
450,350,NEY FREIRE,CLUBE CULTURAL ESPORTIVO E RECREATIVO CENTENÁRIO-RS,M,M
450,350,NELSON CASTRO,EQUIPE TINOCO ESPORTES-RS,M,M
450,350,DIMAS COSTA,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,HENRIQUE SANTOS,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,M,M
450,350,RUBENS PEREIRA,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,M,M
450,350,SLANKO REGALI,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,M,M
450,350,DIEGO RAMBERGER,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,GABRIEL GARÉ,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,ENRICO COSTA,ASSOCIAÇÃO CENTRO ESPORTIVO DE OURINHOS - SP,M,M
450,350,DIEGO FINAMOR,ASSOCIAÇÃO PRATICANTES DE TÊNIS DE MESA-RJ,M,M
450,350,JOÃO BATISTA,ASSOCIAÇÃO CHAPECOENSE - SC,M,M
450,350,LUIZ TARTARI,ASSOCIAÇÃO CHAPECOENSE - SC,M,M
450,350,LUIZ GENEVRO,ASSOCIAÇÃO CHAPECOENSE - SC,M,M
450,350,LUIZ BARBOSA,ASSOCIAÇÃO CHAPECOENSE - SC,M,M
450,350,EDUARDO PASQUALI,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,ANDRE LUIS FERREIRA,INSTITUTO VIVA VIDA - ES,M,M
450,350,MATHEUS AUGUSTO HIGINO,CLUBE MOGIANO - SP,M,M
450,350,RAIMUNDO JUNIOR,INSTITUTO VIVA VIDA - ES,M,M
450,350,ENRICO OHASHI,TÊNIS CLUBE DE PRESIDENTE PRUDENTE - SP,M,M
450,350,NOVOSKA LUX,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,GILSON SILVA,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,BRUNO NOMURA,SAMA ASSAÍ - PR,M,M
450,350,MARCOS VIEIRA,SAMA ASSAÍ - PR,M,M
450,350,ANGELO GUARIENTI,KOSMOS CLUBE - SP,M,M
450,350,WEVER COSTA,INSTITUTO VIVA VIDA - ES,M,M
450,350,CLAUDIO AZEVEDO,MADUREIRA ESPORTE CLUBE - RJ,M,M
450,350,WALACE CASSARO,AABB COLATINA - ES,M,M
450,350,NELSON FILHO,AABB COLATINA - ES,M,M
450,350,ROMEU PITTHAN,PREFEITURA MUNICIPAL DE ITATIBA - SP,M,M
450,350,WILLIAN AURIANI,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,M,M
450,350,HAYATO KONARI,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,M,M
450,350,EBERVAL ZUQUI,GUARAREMA CLUBE - ES,M,M
450,350,ERIC SANTOS,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,MARCOS PEDRONI,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,LUCAS YOSHIMINE,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,CAIO CHIQUETTO,ASMUC - CARAGUATATUBA - SP,M,M
450,350,LUCAS BARBOSA,ASMUC - CARAGUATATUBA - SP,M,M
450,350,SAMUEL FARIA,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,ARTHUR JUNIOR,GUARAREMA CLUBE - ES,M,M
450,350,NYCOLAS PEDRA,ASMUC - CARAGUATATUBA - SP,M,M
450,350,EDER BESERRA,AABB BRASÍLIA/RIZZONE - DF,M,M
450,350,ANDREY PEREIRA,CMB BARCARENA CLUBE - PA,M,M
450,350,JOSE FURTADO,CMB BARCARENA CLUBE - PA,M,M
450,350,DANILO RAMOS,CABANA CLUBE-PA,M,M
450,350,MOISES FERREIRA,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,ANDREI ULRICH,SOCIEDADE GINÁSTICA DE SÃO LEOPOLDO - RS,M,M
450,350,YAN REZENDE,CLUBE JOSEENSE DE TÊNIS DE MESA - SP,M,M
450,350,IGOR SILVA,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,M,M
450,350,EDSON SAWADA,INTERCOLONIAL,M,M
450,350,HENRIQUE FERRARI,ASSOCIAÇÃO CULTURAL E ESPORTIVA PIRATININGA-SP,M,M
450,350,NELSON BOLLINI,BUNKA SBC/ ACE SAÚDE,M,M
450,350,GUILHERME CAMARGO,ASSOCIAÇÃO CULTURAL E ESPORTIVA PIRATININGA-SP,M,M
450,350,RENATO ROSSI,ASSOCIAÇÃO CULTURAL E ESPORTIVA PIRATININGA-SP,M,M
450,350,ROBERTO YAMAMOTO,ASSOCIAÇÃO CULTURAL E ESPORTIVA PIRATININGA-SP,M,M
450,350,DANYEL SILVA,ASSOCIAÇÃO CULTURAL E ESPORTIVA PIRATININGA-SP,M,M
450,350,RENATO DOMENECH,SÃO BERNARDO / ASA / PALMEIRAS - SP,M,M
450,350,MARCIO RODRIGUES,ATEME/COOPER/IMSJT/YASAKA - SP,M,M
450,350,LEONARDO DORINI,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,M,M
450,350,ELISEU CARDOSO,BUNKA SBC/ ACE SAÚDE,M,M
450,350,CAIO GARCIA,ASSOCIAÇÃO CULTURAL E ESPORTIVA PIRATININGA-SP,M,M
450,350,LUCIANO TRENTIN,ASSOCIAÇÃO CAPINZAL - SC,M,M
450,350,GUILHERME TSUZAKI,ATEME/COOPER/IMSJT/YASAKA - SP,M,M
450,350,ABRAÃO SILVA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,M,M
450,350,IGOR BARBOSA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,M,M
450,350,CARLOS ZOCOLI,ASSOCIAÇÃO CAPINZAL - SC,M,M
450,350,RUBENS PELOZATTO,ASSOCIAÇÃO CAPINZAL - SC,M,M
450,350,ADALTO AZEVEDO,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,M,M
450,350,PEDRO TUSSET,SOCIEDADE THALIA CURITIBA - PR,M,M
450,350,MATHEUS BAZIUK,CENTRO CULTURAL 25 DE JULHO-SC,M,M
450,350,MAYKON PISSOLI,ASSOCIAÇÃO CAPINZAL - SC,M,M
450,350,CASSIO VOLANIK,CENTRO CULTURAL 25 DE JULHO-SC,M,M
450,350,FELIPE DALORSOLETTA,ASSOCIAÇÃO CAPINZAL - SC,M,M
450,350,JACKSON VELHO,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,LEONARDO SILVA,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,PAULO MORAES,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,LUCAS FRANCISCON,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,TAILON MENEGHETTI,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,LUCAS MICHELON,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,ARTUR VARGAS,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,LEO LEOPOLDO,FME - INDAIAL - SC,M,M
450,350,DARLAN SATTLER,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,M,M
450,350,DENIZARD ANDRADE,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,M,M
450,350,CARLOS CAMANHO,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,M,M
450,350,ANTONIO LEMOS,ACTM ITAIM KEIKO/MACAPÁ - AP,M,M
450,350,ALFREDO SOUZA,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,M,M
450,350,JULIO ABREU,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,M,M
450,350,PEDRO SAMPAIO SANTOS,AABB RIO BRANCO - AC,M,M
450,350,VICTOR DE CASTRO SAMPAIO,AABB RIO BRANCO - AC,M,M
450,350,GABRIEL SILVA,AABB RIO BRANCO - AC,M,M
450,350,WILLIANS DE PAULA,AABB RIO BRANCO - AC,M,M
450,350,RAMES FONSECA,AABB RIO BRANCO - AC,M,M
450,350,GUSTAVO DE OLIVEIRA,YPIRANGA ESPORTE CLUBE - RO,M,M
450,350,JEFERSON LOPES,ASSOCIAÇÃO LAZER LIVRE-RO,M,M
450,350,JOACIR ROCHA,PING TABLE TENNIS AERO CLUBE-RN,M,M
450,350,ADILSON ALCANTARA,PARA-JEJ,M,M
450,350,THYAGO SILVA,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,M,M
450,350,EDEMARCOS OLIVEIRA,AABB NATAL - RN,M,M
450,350,CARLOS NASCIMENTO,SEAMA ESPORTE CLUBE - AP,M,M
450,350,ALEX MATSUDA,BUNKA SBC/ ACE SAÚDE,M,M
450,350,FRANCISCO MENDES MENDES,APCEF MANAUS - AM,M,M
450,350,LUCAS ALVES,ASSOCIAÇÃO DESPORTIVA INDAIATUBANA-SP,M,M
450,350,TOCHIRO MIYABUKURO,NIKKEI CURITIBA - PR,M,M
450,350,MATHEUS ALBUQUERQUE,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,RAFAEL SANTIAGO,ASSOCIAÇÃO ATLETAS CEI,M,M
450,350,MAURICIO CIARALLO,INTERCOLONIAL,M,M
450,350,FERNANDO CIARALLO,ACENBO OSASCO - SP,M,M
450,350,GUSTAVO MARIOTTI,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,ALTAIR UEZU,MADUREIRA ESPORTE CLUBE - RJ,M,M
450,350,CASSIO PRATES,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,LUIS EDUARDO SANTOS,ASMUC - CARAGUATATUBA - SP,M,M
450,350,HALLAN CHRISTIAN ALENCAR,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,ADRIANO SOARES,KOSMOS CLUBE - SP,M,M
450,350,MARIO TAKAHASHI,KOSMOS CLUBE - SP,M,M
450,350,RAFAEL GALBAN,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,M,M
450,350,CHRISTIAN SILVA,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,RODRIGO CHALKOLSKI,NIKKEI CURITIBA - PR,M,M
450,350,LUCIANO TAUE,KOSMOS CLUBE - SP,M,M
450,350,RODRIGO MORAES,CLUBE NIPO DE BRASÍLIA - DF,M,M
450,350,DANIEL NAKAMURA,CLUBE NIPO DE BRASÍLIA - DF,M,M
450,350,JOÃO VITOR MACHADO,CLUBE CAMPESTRE YPÊ - MS,M,M
450,350,MATHEUS ALENCAR,ASSOCIAÇÃO GRAPIUNA DE TÊNIS DE MESA - BA,M,M
450,350,LUIS LOURENÇO,ATEME/COOPER/IMSJT/YASAKA - SP,M,M
450,350,SIDNEY ROCHA,ASSOCIAÇÃO DE TÊNIS DE MESA ATLETAS DE OURO/PATOS - PB,M,M
450,350,GABRIEL POTIN,AABB COLATINA - ES,M,M
450,350,ROGÉRIO CARVALHO,INSTITUTO VIVA VIDA - ES,M,M
450,350,DANIEL SILVA,ASMUC - CARAGUATATUBA - SP,M,M
450,350,VINICIUS FERRAZ,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,DANIEL QUINTÃO,ASMETT BRASÍLIA - DF,M,M
450,350,CESAR TOGEIRO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,RENATO ZANGIACOMO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,FELIPE REIS,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,SAMUEL BATAGINI,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,JOSÉ RODRIGUES BATISTA,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,ADRIANO DE OLIVEIRA,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,HIGOR CUNHA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,M,M
450,350,EVERTON CHAGAS,ACTM ITAIM KEIKO/MACAPÁ - AP,M,M
450,350,MAICON CUNHA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,M,M
450,350,EDUARDO SOUZA,ACADEMIA BAIANA - BA,M,M
450,350,JONAS LIZZ,NETO TT BAL. CAMBORIU SC,M,M
450,350,PEDRO BORGES,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,FREDERICO KUBO,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,M,M
450,350,FRANCO ROTUNNO,CENTRO CULTURAL 25 DE JULHO-SC,M,M
450,350,RODRIGO ROTUNNO,CENTRO CULTURAL 25 DE JULHO-SC,M,M
450,350,FREDERICO SILVA,SOCIEDADE GINÁSTICA DE SÃO LEOPOLDO - RS,M,M
450,350,GUILHERME CUNHA,FEDERAÇÃO ESPORTIVA E PARADESPORT. DE T.M. DO RIO GRANDE DO SUL-RS,M,M
450,350,ALEXANDRE PIMENTA,SOCIEDADE ESPORTIVA POMERANA - ES,M,M
450,350,JEAN CABRAL,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,M,M
450,350,ADDAM ARAUJO,INSTITUTO VIVA VIDA - ES,M,M
450,350,LUCAS SEVERO,SOGIPA PORTO ALEGRE - RS,M,M
450,350,DANIEL DE BOER,SOGIPA PORTO ALEGRE - RS,M,M
450,350,ELIESER REIS,SOCIEDADE GINÁSTICA DE SÃO LEOPOLDO - RS,M,M
450,350,IGOR ABREU,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,M,M
450,350,GABRIEL SILVA,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,M,M
450,350,LEONARDO ARAGAKI,INTERCOLONIAL,M,M
450,350,SILVIO UEZATO,INTERCOLONIAL,M,M
450,350,ARTUR ALBERTO ROQUE,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,CARLOS BARBOSA,SOCIEDADE ESPORTIVA POMERANA - ES,M,M
450,350,LEONARDO FIGUEIREDO,INSTITUTO VIVA VIDA - ES,M,M
450,350,DIOGO DINIZ,TREZE/ KORPUS CAMPINA GRANDE - PB/,M,M
450,350,SERGIO ROBERTO BARRETO,INSTITUTO VIVA VIDA - ES,M,M
450,350,EDUARDO DUTRA DA SILVA,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,M,M
450,350,JOSE MARQUES,MARACAJU CLUBE - MS,M,M
450,350,ARIEL SOARES,MARACAJU CLUBE - MS,M,M
450,350,JOSE EDUARDO,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,M,M
450,350,JOÃO RODRIGUES,INTERCOLONIAL,M,M
450,350,WELINGTON BARBOSA,GUARAREMA CLUBE - ES,M,M
450,350,RAPHAEL FLORES,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,LEONARDO FIGUEIREDO,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,LUCAS NASCIMENTO,ACENBO OSASCO - SP,M,M
450,350,VICTOR MATHEUS BREMER,ACENBO OSASCO - SP,M,M
450,350,THOMAS YAMAMOTO,ACENBO OSASCO - SP,M,M
450,350,ANDRE NASCIMENTO,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,MILTON ITO,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,THIAGO YAKUSHIJI,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,MARCIO MORIBE,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,GIAN HABECK,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,VINÍCIUS TOFOL,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,FERNANDO PASQUALLI,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,FREDERICO LORENZ,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,WESLEY SARALÉ,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,ORLANDO BITENCOURT,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,EDEMIR BUTZKE,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,DENER NUNES,ASSOCIAÇÃO TIMBOENSE - SC,M,M
450,350,RAONI RAPOSO,APCEF MANAUS - AM,M,M
450,350,ELTON UMINO,DANILO ISSONURA,M,M
450,350,DOUGLAS RIBEIRO,SESI - CAT - DIONIZIO MARQUES DE ALMEIDA/PATOS - PB,M,M
450,350,DARLAN CARDOSO,ASSOCIAÇÃO FEIRENSE - BA,M,M
450,350,DIEGO PAES,MARACAJU CLUBE - MS,M,M
450,350,LEANDRO FRAGA,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,M,M
450,350,ANDRE CHAVES,NEW PLANET ATMAS FORTALEZA - CE,M,M
450,350,LUIZ CHOQUE,APCEF MANAUS - AM,M,M
450,350,MATHEUS LOUZADA,CLUBE CAMPESTRE YPÊ - MS,M,M
450,350,ERICLES ARECO,MARACAJU CLUBE - MS,M,M
450,350,ELIVELTON PEREIRA,MARACAJU CLUBE - MS,M,M
450,350,EDUARDO DUTRA,MARACAJU CLUBE - MS,M,M
450,350,BRUNO FREITAS,MARACAJU CLUBE - MS,M,M
450,350,ALEX PIRES,MARACAJU CLUBE - MS,M,M
450,350,ADRYAN PEREIRA,MARACAJU CLUBE - MS,M,M
450,350,RÔMULO MACHADO,GUARAREMA CLUBE - ES,M,M
450,350,MARCELO MARCIANO,A/RAMPA–ASSOC. REG. DE DEF. FÍSICOS - RS,M,M
450,350,ANDRE LUIZ MONTEIRO,INSTITUTO VIVA VIDA - ES,M,M
450,350,ICARO MACHADO,INSTITUTO VIVA VIDA - ES,M,M
450,350,CLAUDIO MARINS,KOSMOS CLUBE - SP,M,M
450,350,ELTON BARBOSA,INSTITUTO VIVA VIDA - ES,M,M
450,350,GABRIEL STEIN,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,M,M
450,350,HEIRON MANSKI,INSTITUTO VIVA VIDA - ES,M,M
450,350,FABIO TAMAKI,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,ADÃO COSTA,KOSMOS CLUBE - SP,M,M
450,350,HENRIQUE BEZERRA,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,DOUGLAS SCHAEFFER,SOCIEDADE ESPORTIVA POMERANA - ES,M,M
450,350,JONATHAN DA SILVA,CLUBE SANHAROENSE DE TÊNIS DE MESA-PE,M,M
450,350,MARIO KASPER,CLUBE CULTURAL ESPORTIVO E RECREATIVO CENTENÁRIO-RS,M,M
450,350,EBES PADILHA,CLUBE CULTURAL ESPORTIVO E RECREATIVO CENTENÁRIO-RS,M,M
450,350,EDSON BARROSO,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,M,M
450,350,PEDRO LIMA,NEW PLANET ATMAS FORTALEZA - CE,M,M
450,350,VINICIUS CUNHA,PARÁ CLUBE - PA,M,M
450,350,DAVIDSON ALVES,CENTRO DE TREINAMENTO DE ED. FIS. ESPECIAL-DF,M,M
450,350,MOACIR PACHECO,PARÁ CLUBE - PA,M,M
450,350,ELIEL SOUZA,PARÁ CLUBE - PA,M,M
450,350,CARLOS GIRAO,APCEF MANAUS - AM,M,M
450,350,ALMIR PAULO,PARÁ CLUBE - PA,M,M
450,350,ROGERIO SILVA,CABANA CLUBE-PA,M,M
450,350,VALDIR COSTA,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,M,M
450,350,BAN PARK,SANTA BÁRBARA D' OESTE-SP,M,M
450,350,VICTOR XAVIER,INSTITUTO VIVA VIDA - ES,M,M
450,350,THIAGO NAGAHAMA,INTERCOLONIAL,M,M
450,350,HENRIQUE NASSER,JUNDIAÍ CLUBE-SP,M,M
