Ranking,Pontos,Nome,Clube,Rating,Categoria
450,350,MARCILIO PEREIRA,SESI - CAT - DIONIZIO MARQUES DE ALMEIDA/PATOS - PB,M,M
450,350,FELIPE WANDERLEY,APCEF MANAUS - AM,M,M
450,350,DEVAIR FARIA,ADEZO - ASSOC.DE APOIO AS PESSOAS COM DEF.DA Z. OESTE RJ,M,M
450,350,LINICKER LEMOS,CLUBE NÁUTICO DE VOLTA REDONDA - RJ,M,M
450,350,PEDRO BRAGA,SOGIPA PORTO ALEGRE - RS,M,M
450,350,LUCAS BALBINO GARCIA,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,M,M
450,350,JOAO BITENCURT,ASSOCIAÇÃO SHEKINÁH - GO,M,M
450,350,BRUNO SILVA,AGEL AJAX,M,M
450,350,IGOR SANTOS,AGEL AJAX,M,M
450,350,DIEGO CAIXETA,AGEL AJAX,M,M
450,350,PEDRO GONÇALVES,ASSOCIAÇÃO GOIANA DE TÊNIS DE MESA-AGTM-GO,M,M
450,350,LEANDRO XISTO SOUZA,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,M,M
450,350,LUIS ARCE,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,M,M
450,350,MAKAIO RAUTEMBERG,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,DANIEL SILVA,BOLA RÁPIDA - MS,M,M
450,350,HECTOR DAVI,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,EVERTON MELO,MARACAJU CLUBE - MS,M,M
450,350,CLÊNIO CARVALHO,SPORT CLUB RECIFE - PE,M,M
450,350,NICASIO CONCEIÇÃO,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,YURI MAIA,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,BRUNO ASSIS,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,PETERSON SANTOS,BOLA RÁPIDA - MS,M,M
450,350,MERIEL SOUZA,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,JHONATAN CALDAS,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,KELVIN PEREIRA,BOLA RÁPIDA - MS,M,M
450,350,RODRIGO MOTA,BOLA RÁPIDA - MS,M,M
450,350,DAVID ALYSON SANTANA,CAMAÇARIENSE TM - BA,M,M
450,350,BRUNO RIQUELME,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,CAIO OLIVEIRA,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,PATRIK SANTOS,BOLA RÁPIDA - MS,M,M
450,350,FERNANDO SOUZA,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,LUCAS SOUZA,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,JOSÉ DIAS,BOLA RÁPIDA - MS,M,M
450,350,VITOR CAVICHIOLI,BOLA RÁPIDA - MS,M,M
450,350,THIAGO ODA,BUNKA SBC/ ACE SAÚDE,M,M
450,350,MATEUS GARCIA PEZ,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,M,M
450,350,ENRICO PICCIN,BUNKA SBC/ ACE SAÚDE,M,M
450,350,VICTOR HUGO CASTRO,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,JOSE SILVA,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,GABRIEL DANTON SANTOS,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,GABRIEL SILVA,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,GUSTAVO REIS,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,RENZO SILVA,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,RUBENS SANTOS,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,EDUARDO GUEDES,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,MATEUS PATTO,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,GABRIEL SILVA,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,JOSÉ DE LIMA,ASSOCIAÇÃO AMIGOS DO TÊNIS DE MESA-SC,M,M
450,350,LUCAS OLIVEIRA,AABB BELÉM - PA,M,M
450,350,RICARDO SANTOS,ATEME/COOPER/IMSJT/YASAKA - SP,M,M
450,350,ROBSON SANTOS,PARÁ CLUBE - PA,M,M
450,350,LEONARDO ORITO,BUNKA SBC/ ACE SAÚDE,M,M
450,350,GABRIEL TAVARES,PARÁ CLUBE - PA,M,M
450,350,ROGER CASTRO,PARÁ CLUBE - PA,M,M
450,350,FELIX FROÍCIA,PARÁ CLUBE - PA,M,M
450,350,FELIPE FREIRE,AABB BELÉM - PA,M,M
450,350,CHARDEL SAADE,AABB BELÉM - PA,M,M
450,350,DANIEL RABELO,PARÁ CLUBE - PA,M,M
450,350,DARLAN SERRÃO,PARÁ CLUBE - PA,M,M
450,350,DANILO PAZ,AABB BELÉM - PA,M,M
450,350,CASSIO MIRANDA,PARÁ CLUBE - PA,M,M
450,350,GABRIEL MAIA,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,FELIPE LOPES,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,GUSTAVO CHANG,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,VICTOR RAPOSO,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,JOSÉ RODRIGUES,ACADEMIA APUIARENSE - CE,M,M
450,350,ALYSON SILVA,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,LINDOLFO NETO,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,ALEXANDRE CRUZ,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,ALDRIN NASCIMENTO,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,ANDRESON ANDRADE,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,MARCIO FUJIHARA,ASSOC. REGISTRENSE DE TM-ARTEME-SP,M,M
450,350,JOSE GOUVEIA,MOSSORÓ TM - RN,M,M
450,350,FERNANDO GUIMARÃES,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,M,M
450,350,ROBERTO KOMATSU,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,JOÃO ELÍZIO,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,M,M
450,350,HENRRIQUE RIBEIRO,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,LUCCAS MELO,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,LUCAS MELO,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,RENAN SOUZA,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,RAFAEL NUNES,ESPORTE CLUBE CAMPO GRANDE-MS,M,M
450,350,DAVID COUTO,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,MAYCON LOVAT,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,JOSUE SANTOS,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,GUSTAVO DALMORA,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,MATEUS BET,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,GABRIEL SILVA,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,M,M
450,350,LEONARDO SILVA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,M,M
450,350,THIAGO MAZZOCHI,SOGIPA PORTO ALEGRE - RS,M,M
450,350,GUSTAVO OLIVEIRA,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,GIOVANNI FERREIRA,NEW PLANET ATMAS FORTALEZA - CE,M,M
450,350,EVERTON ROSSI,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,M,M
450,350,EDSON DIAS,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,M,M
450,350,THIAGO RIBEIRO,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,M,M
450,350,LUCAS DANTAS,CLUBE NIPO DE BRASÍLIA - DF,M,M
450,350,EDUARDO TASCHECK,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,M,M
450,350,NATAN LIZ,NETO TT BAL. CAMBORIU SC,M,M
450,350,JONATHAN LIMA,NETO TT BAL. CAMBORIU SC,M,M
450,350,MOACIR SARAIVA,AABB FORTALEZA - CE,M,M
450,350,FERNANDO SANTANA,ASSOCIAÇÃO VIDEIRENSE - SC,M,M
450,350,JUACI CORREA,AABB BRASÍLIA/RIZZONE - DF,M,M
450,350,ERIC SANTOS,KOSMOS CLUBE - SP,M,M
450,350,FRED CALLADO,ASSOCIAÇÃO MESATENISTA DO RIO DE JANEIRO-RJ,M,M
450,350,LUCAS HOMOBONO,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,EDSON MIYAWAKI,NIKKEI CURITIBA - PR,M,M
450,350,EDSON MIYAWAKI,NIKKEI CURITIBA - PR,M,M
450,350,MATHEUS RAMALHO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,CARLOS CUNHA,CLUBE PONTA LAGOA,M,M
450,350,GILSON SILVA,CLUBE DE TÊNIS DE MESA DE PINDAMONHANGABA,M,M
450,350,LEONARDO LEITE,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,ANDRE BIZZETO,CLUBE PONTA LAGOA,M,M
450,350,FELIPE CIFUENTE,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,M,M
450,350,RAFAEL JESUS,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,M,M
450,350,GUILHERME HORTA,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,M,M
450,350,RENER TORRES,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,GUILHERME SEKI,SOCIEDADE THALIA CURITIBA - PR,M,M
450,350,LORENZO SEQUENZIA,CLUBE PONTA LAGOA,M,M
450,350,LUAN PARIS,CLUBE PONTA LAGOA,M,M
450,350,MATHEUS LUZ,CLUBE PONTA LAGOA,M,M
450,350,BRUNO CHICONATO,CLUBE PONTA LAGOA,M,M
450,350,EDUARDO SCHIBELSKY,CLUBE PONTA LAGOA,M,M
450,350,LUCAS SLUSARZ,CLUBE PONTA LAGOA,M,M
450,350,VINICIUS BAKAUS,CLUBE PONTA LAGOA,M,M
450,350,GUILHERME SGUARIO,CLUBE PONTA LAGOA,M,M
450,350,WENDY SILVA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,DIOGO CELINSKI,CLUBE PONTA LAGOA,M,M
450,350,JOAO DAMAS,CLUBE PONTA LAGOA,M,M
450,350,PEDRO PAULA,ASSOCIAÇÃO ITUANA - SP,M,M
450,350,ALLAN DAVID,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,GIULIANO DANCINI,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,M,M
450,350,MATHEUS GERENT,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,M,M
450,350,TIAGO APARECIDO,ASSOCIAÇÃO JARAGUÁ DO SUL - SC,M,M
450,350,MAURICIO FISCHER,ASSOCIAÇÃO JARAGUÁ DO SUL - SC,M,M
450,350,JOÃO OLIVEIRA,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,GABRIEL MACHADO,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,RAFAEL MACHADO,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,CAIO SILVA,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,LUCAS BLODORN,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,M,M
450,350,JUNIOR PARNIESKI,ASSOCIAÇÃO DE TRÊS BARRAS - SC,M,M
450,350,DAVID CAVALCANTE,CLUBE NIPO DE BRASÍLIA - DF,M,M
450,350,CARLOS SANTIAGO,CMB BARCARENA CLUBE - PA,M,M
450,350,AUGUSTO GUIMARÃES,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,M,M
450,350,DANIEL FERNANDES,CMB BARCARENA CLUBE - PA,M,M
450,350,MATHEUS SIMPLICIO,ASMUC - CARAGUATATUBA - SP,M,M
450,350,PAULO SELVATI,ASSOCIAÇÃO DOS MESATENISTAS DE SENADOR CANEDO - GO,M,M
450,350,PEDRO SA,ASSOCIAÇÃO DOS MESATENISTAS DE SENADOR CANEDO - GO,M,M
450,350,LUCAS FERNANDES,ASSOCIAÇÃO DOS MESATENISTAS DE SENADOR CANEDO - GO,M,M
450,350,LINCON PEREIRA,ASSOCIAÇÃO DOS MESATENISTAS DE SENADOR CANEDO - GO,M,M
450,350,JEFFERSON BELEM,ASSOCIAÇÃO DOS MESATENISTAS DE SENADOR CANEDO - GO,M,M
450,350,WALYSSON NEVES,ASSOCIAÇÃO DOS MESATENISTAS DE SENADOR CANEDO - GO,M,M
450,350,EMERSON CAVALLARO,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,GUILHERME ALVES,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,MARCO BARRETO,CENTRO DE TÊNIS DE MESA - GO,M,M
450,350,BRUNO AMANCIO,CENTRO DE TÊNIS DE MESA - GO,M,M
450,350,ANDERSON GUIMARAES,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,M,M
450,350,ANTÔNIO NASCIMENTO,AABB NATAL - RN,M,M
450,350,CARLO MARQUEZ,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,FABIO COSTA,ITAIM KEIKO / JJYAMADA - SP,M,M
450,350,LEMI FILHO,YPIRANGA ESPORTE CLUBE - AP,M,M
450,350,LUCAS SANTOS,ASSOCIAÇÃO SÃO JOSÉ - SP,M,M
450,350,LUCAS HENRIQUE,ASSOCIAÇÃO SÃO JOSÉ - SP,M,M
450,350,TONY BARROS,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,GABRIEL NEVES DE,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,JOÃO CARVALHO,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,M,M
450,350,ARTHUR GUERRA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,HELIO MELO,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,GERSON BRITO,CMB BARCARENA CLUBE - PA,M,M
450,350,JELIEL FARIAS,CMB BARCARENA CLUBE - PA,M,M
450,350,FELIPE LEITE,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,MARCOS SANTOS,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,DANIEL PADILHA,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,M,M
450,350,NELSON AIRES,ASSOCIAÇÃO CHAPECOENSE - SC,M,M
450,350,CAMILO DIAS,AABB NATAL - RN,M,M
450,350,WAGNER SAITO,ASMUC - CARAGUATATUBA - SP,M,M
450,350,MICHAEL SANTOS,ASMUC - CARAGUATATUBA - SP,M,M
450,350,MAURICIO GIRARDELLO,ASSERVEL - CASCAVEL - PR,M,M
450,350,DAVI BRAGA,NEW PLANET ATMAS FORTALEZA - CE,M,M
450,350,ANTONIO ROCHA,CLUBE NIPO DE BRASÍLIA - DF,M,M
450,350,VICTOR RICHARD,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,M,M
450,350,JONATHAN HOTTA,ATEMEL/ACEL LONDRINA - PR,M,M
450,350,RICARDO ANDRADE,SANTA BÁRBARA D' OESTE-SP,M,M
450,350,WANDERLEI FERREIRA,SANTA BÁRBARA D' OESTE-SP,M,M
450,350,LUCAS VICENTE,ASSOCIAÇÃO VIDEIRENSE - SC,M,M
450,350,MANUEL BAPTISTA,CLUBE ESPERIA-SP,M,M
450,350,LUCIO ROSA,ASMETT BRASÍLIA - DF,M,M
450,350,LEANDRO SILVA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,RAFAEL ANDRADE,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,THIAGO LIMA,COLÉGIO EDITE MARQUES - PR,M,M
450,350,DAVI SIDRIM,ASSOCIAÇÃO DOS ATLETAS DO HENRIQUE CASTRICIANO-RN,M,M
450,350,LEONARDO CÂMARA,AABB NATAL - RN,M,M
450,350,,TÊNIS CLUBE DE PRESIDENTE PRUDENTE - SP,M,M
450,350,CEZAR NALIN,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,M,M
450,350,LUIZ NETO,ASSOCIAÇÃO ATLETAS CEI,M,M
450,350,CAIO SOUZA,CENTRO DE TÊNIS DE MESA - GO,M,M
450,350,WENDERSON BARROSO,ASSOCIAÇÃO DOS ATLETAS DO HENRIQUE CASTRICIANO-RN,M,M
450,350,WENDELL BARROSO,ASSOCIAÇÃO DOS ATLETAS DO HENRIQUE CASTRICIANO-RN,M,M
450,350,CARLOS RIBEIRO,CLUBE DE TÊNIS DE MESA DE PINDAMONHANGABA,M,M
450,350,MATHEUS SILVA,CLUBE DE TÊNIS DE MESA DE PINDAMONHANGABA,M,M
450,350,JONAS SANCHES,CLUBE DE TÊNIS DE MESA DE PINDAMONHANGABA,M,M
450,350,DANIEL DELGADO,ASMUC - CARAGUATATUBA - SP,M,M
450,350,JULIO FERREIRA,ASMUC - CARAGUATATUBA - SP,M,M
450,350,JEFFERSON SILVA,ASMUC - CARAGUATATUBA - SP,M,M
450,350,ERICK TAVARES,ASMUC - CARAGUATATUBA - SP,M,M
450,350,AILSON SILVA,ASMUC - CARAGUATATUBA - SP,M,M
450,350,TAINÃ SILVA,ASMUC - CARAGUATATUBA - SP,M,M
450,350,JONAS FELIPE,ASMUC - CARAGUATATUBA - SP,M,M
450,350,EDERSON PEGO,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,M,M
450,350,MATEUS SILVA,CLUBE DE TÊNIS DE MESA DE PINDAMONHANGABA,M,M
450,350,EDER CRISTIAN,ASSOCIAÇÃO DOS MESATENISTAS DE SENADOR CANEDO - GO,M,M
450,350,MARCOS CAPELARI,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,ALEXANDRE FLAMEA,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,RODRIGO TOLOMEOTI,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,VALDOMIRO MERA,ASSOCIAÇÃO CAMPONOVENSE - SC,M,M
450,350,GUSTAVO SILVA,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,FABRICIO SOUZA,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,ALEXSANDRO VALENTE,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,WILSON JUNIOR,ASSOCIAÇÃO LAGEANA - SC,M,M
450,350,EMERSON ZILIOTTO,ASSOCIAÇÃO AMIGOS DO TÊNIS DE MESA-SC,M,M
450,350,GUILHERME GERALDO,CLUBE PALESTRA ITÁLIA - RIBEIRÃO PRETO - SP,M,M
450,350,GABRIEL AVI,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,MARCELO SANTANA,CLUBE DA MALHA DE SAO SEBASTIAO - SP,M,M
450,350,CARLOS SOUZA,CLUBE DA MALHA DE SAO SEBASTIAO - SP,M,M
450,350,WILSON SAMPAIO,CLUBE DE TÊNIS DE MESA DE PINDAMONHANGABA,M,M
450,350,MARLOS MONTES,NIPO CAMPO GRANDE - MS,M,M
450,350,CARLOS ANDRADE,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,M,M
450,350,MARCO LAURINDO,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,PAULO ALBINO,ASSOCIAÇÃO GOIANA DE TÊNIS DE MESA-AGTM-GO,M,M
450,350,JULIO SILVA,CLUBE JOSEENSE DE TÊNIS DE MESA - SP,M,M
450,350,LUCIANO REBELLO,ASSOCIAÇÃO MESATENISTA DO RIO DE JANEIRO-RJ,M,M
450,350,ALEX CRUZ,ASSOCIAÇÃO MESATENISTA DO RIO DE JANEIRO-RJ,M,M
450,350,ANDRÉ DEMO,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,ANDERSON OLIVEIRA,RIO CLARO SÃO PAULO-SP,M,M
450,350,JORDAN COSTA,OLARIA ATLÉTICO CLUBE - RJ,M,M
450,350,JOÃO MONTEIRO,JUNDIAÍ CLUBE-SP,M,M
450,350,TIAGO CARLOTTO,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,M,M
450,350,WILLIAM KOSHINO,ATEMEL/ACEL LONDRINA - PR,M,M
450,350,UBIRATAN ALESSIO,CENTRO CULTURAL 25 DE JULHO-SC,M,M
450,350,JAMES NAGAI,KOSMOS CLUBE - SP,M,M
450,350,AUREO BERGER,ASSOCIAÇÃO AMIGOS DO TÊNIS DE MESA-SC,M,M
450,350,LUCAS VIEIRA,THALES LESSA COSTA,M,M
450,350,VINICIUS OKUZONO,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,M,M
450,350,BRUNO DA SILVA,ASSOCIAÇÃO ITAJAIENSE - SC,M,M
450,350,EDSON MATSUDA,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,M,M
450,350,ROZINALDO ANDRADE,ASSOCIAÇÃO MARISTA DE NATAL-RN,M,M
450,350,JOMERSON PELAES,YPIRANGA ESPORTE CLUBE - AP,M,M
450,350,LEONARDO OLIVEIRA,AABB BRASÍLIA/RIZZONE - DF,M,M
450,350,JEFERSON MARTINS,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,M,M
450,350,LYNNEKER FRAZAO,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,ARYEL VERAS,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,FILIPE SANTANA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,FELIPE ALMEIDA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,CARLOS BEZERRA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,M,M
450,350,RAFAEL SENECHAL,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,JONATHAN FRANCHIKOSKI,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,RICARDO BRITO,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,M,M
450,350,FELIPE LEME,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
450,350,LEONARDO WINMASTER,CANTO DO RIO - RJ,M,M
450,350,JOÃO TEXEIRA,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,MATIAS BRAUNGER,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,M,M
450,350,WILLIAN ASSO,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,M,M
450,350,VINICIUS RODRIGUES,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,M,M
450,350,LEONARDO KUBOTA,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,M,M
450,350,TOSHIO HATTORI,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,M,M
450,350,DENIEL SANTOS,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,PAULO SOUZA,ASSOCIAÇÃO UBATUBA - SP,M,M
450,350,MOISÉS LUCIDIO,FME - ARARAQUARA - SP,M,M
450,350,GUILHERME OLIVEIRA,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,FELIPE MARTINS,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,M,M
450,350,MÁRIO PIERRE,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,M,M
450,350,GUSTAVO MARTINHO,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,M,M
450,350,GILSON SANTOS,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,M,M
450,350,MATEUS AMIN,FME - ARARAQUARA - SP,M,M
450,350,DANIEL MARTINS,CLUBE PIRACICABANO,M,M
450,350,REYNAD DEFAVARI,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,M,M
450,350,DEIVID PEREIRA,CLUBE PIRACICABANO,M,M
450,350,GABRIEL BARBOSA,CLUBE PIRACICABANO,M,M
450,350,CARLOS OLIVEIRA,IPE CLUBE,M,M
450,350,CHRISTIAN PELLENZ,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,M,M
450,350,ANTONIO LUIZ,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,M,M
450,350,ALESSANDRO TAKATSUJI,ASSOCIAÇÃO CULTURAL NIPO BRASILEIRA ARAÇATUBA/SMELR-SP,M,M
450,350,DION SANTO,PAYSANDU SPORT CLUB - PA,M,M
450,350,JOHANN FERREIRA,COLÉGIO EDITE MARQUES - PR,M,M
450,350,MANOEL TAVARES,PAYSANDU SPORT CLUB - PA,M,M
450,350,NATHAN SANTOS,ASSOCIAÇÃO CENTRO ESPORTIVO DE OURINHOS - SP,M,M
450,350,PEDRO CAETANO,ASSOCIAÇÃO CENTRO ESPORTIVO DE OURINHOS - SP,M,M
450,350,TIAGO SCHNEIDER,ASSOCIAÇÃO QUATROPONTENSE - PR,M,M
450,350,FELIPE PERGHER,ASSOCIAÇÃO VIDEIRENSE - SC,M,M
450,350,RAPHAEL LIMA,LAR DE CLARA TM - CE,M,M
450,350,THIAGO LIMA,SOGIPA PORTO ALEGRE - RS,M,M
450,350,JEFFERSON RODRIGUES,ACADEMIA CEARENSE - CE,M,M
450,350,MANOEL WILAMI SILVA,PAYSANDU SPORT CLUB - PA,M,M
450,350,GUILHERME POLITO,XVI DE DEZEMBRO SUMARÉ,M,M
450,350,LEANDRO SILVA,INSTITUTO VIVA VIDA - ES,M,M
450,350,JOSE SILVA,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,M,M
450,350,GERALDO JUNIOR,INSTITUTO VIVA VIDA - ES,M,M
450,350,JOSE ABADE NETO,INSTITUTO VIVA VIDA - ES,M,M
450,350,JOÃO LUIS FERREIRA,INSTITUTO VIVA VIDA - ES,M,M
450,350,HELDER MATOS,BTTC BRASÍLIA - DF,M,M
450,350,RODINÊ CABRAL,SOCIEDADE ESPORTIVA POMERANA - ES,M,M
450,350,RICARDO LIMA,SOCIEDADE ESPORTIVA POMERANA - ES,M,M
450,350,SANDRO SOUZA,APTM/G.T. PAIXÃO - PA,M,M
450,350,HENRIQUE BREYER,CENTRO CULTURAL 25 DE JULHO-SC,M,M
450,350,RAUL MISHIMA,NIPO CAMPO GRANDE - MS,M,M
450,350,DANIEL ARICO,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,M,M
